app_id,category,os_type,app_store,developer_type,app_size_mb,install_count,rating,review_count,days_since_release,days_since_last_update,update_frequency,permissions_requested,sensitive_permissions,permission_ratio,network_requests_per_day,external_domains_contacted,encrypted_traffic_ratio,code_obfuscation_detected,anti_debugging_techniques,suspicious_api_calls,background_activity_score,data_collection_intensity,user_interaction_anomalies,developer_history_score,previous_violations,static_analysis_score,dynamic_analysis_score,malware_scan_score,risk_score,risk_category
app_00129,Business,Android,Third Party,Open Source,3.79,619164,1.05,38566,202,16,7,32,13,0.406,10.22,9,0.443,0,0,2,0.205,0.483,0.269,0.287,0,0.969,0.604,0.077,1.0,High
app_00130,Business,iOS,Third Party,Open Source,11.63,720079,2.83,36332,2415,413,13,10,9,0.9,86.2,9,0.795,0,0,3,0.25,0.002,0.174,0.117,0,0.612,0.213,0.939,1.0,High
app_00131,Health,iOS,App Store,Individual,83.96,841808,2.63,37174,1092,6,9,5,1,0.2,1406.28,10,0.818,0,0,9,0.008,0.434,0.093,0.748,1,0.434,0.259,0.434,1.0,High
app_00132,Games,macOS,App Store,Small Company,115.54,91276,1.97,10461,1517,679,18,7,5,0.714,2351.73,1,0.771,0,1,9,0.885,0.383,0.494,0.283,0,0.397,0.514,0.253,1.0,High
app_00133,Entertainment,macOS,Google Play,Unknown,87.34,698976,3.34,8034,295,368,16,25,1,0.04,10.2,6,0.599,0,0,4,0.784,0.419,0.5,0.785,0,0.201,0.59,0.408,1.0,High
app_00134,Shopping,Android,Third Party,Small Company,12.51,293951,1.42,25408,3075,120,9,33,4,0.121,139.61,17,0.43,0,0,3,0.446,0.806,0.008,0.925,0,0.553,0.255,0.743,0.851,High
app_00135,Travel,Linux,Enterprise,Unknown,35.5,765891,4.15,38899,1201,361,9,25,12,0.48,1248.57,3,0.544,0,0,6,0.838,0.859,0.748,0.439,0,0.16,0.674,0.179,1.0,High
app_00136,Education,macOS,Enterprise,Unknown,7.12,514042,2.72,44288,597,449,12,34,5,0.147,656.97,1,0.542,0,0,2,0.242,0.354,0.105,0.222,0,0.608,0.245,0.058,1.0,High
app_00137,Health,Linux,Third Party,Small Company,11.42,307186,4.0,43380,1533,136,11,23,2,0.087,1302.26,1,0.443,0,0,0,0.631,0.533,0.115,0.606,0,0.337,0.143,0.692,1.0,High
app_00138,Travel,macOS,Microsoft Store,Small Company,12.52,717204,3.72,30019,817,102,11,21,10,0.476,11.37,3,0.692,0,0,8,0.731,0.697,0.753,0.465,1,0.203,0.127,0.286,1.0,High
app_00139,Productivity,Linux,Third Party,Small Company,455.73,180982,4.42,29110,899,138,6,44,1,0.023,136.23,8,0.914,0,0,3,0.848,0.546,0.982,0.45,0,0.989,0.232,0.943,0.706,High
app_00140,Productivity,macOS,Google Play,Large Corporation,18.78,770150,2.4,22345,40,58,14,15,9,0.6,47.34,11,0.951,0,0,0,0.373,0.632,0.095,0.104,0,0.581,0.426,0.548,0.0,Low
app_00141,Shopping,Windows,Microsoft Store,Large Corporation,27.24,976451,3.07,20186,3427,484,9,11,8,0.727,14.9,17,0.481,0,0,9,0.889,0.579,0.632,0.156,0,0.716,0.271,0.202,1.0,High
app_00142,Entertainment,Android,App Store,Small Company,6.76,295966,4.45,10983,2764,649,12,21,9,0.429,30.89,2,0.394,0,0,0,0.272,0.692,0.264,0.939,0,0.325,0.27,0.191,0.799,High
app_00143,Shopping,macOS,App Store,Small Company,40.5,379847,4.3,48574,975,206,8,41,3,0.073,19.74,1,0.625,0,0,2,0.824,0.63,0.858,0.784,0,0.201,0.514,0.736,0.104,Low
app_00144,Games,macOS,Third Party,Large Corporation,133.85,382965,4.38,2388,1206,549,10,36,12,0.333,34.94,10,0.304,0,0,0,0.961,0.892,0.849,0.406,0,0.08,0.312,0.016,1.0,High
app_00145,Entertainment,macOS,Third Party,Individual,61.15,327450,4.35,17652,3514,354,19,14,2,0.143,198.3,19,0.61,0,0,3,0.569,0.868,0.379,0.371,0,0.633,0.469,0.443,0.402,Medium
app_00146,Shopping,macOS,Third Party,Unknown,62.86,985357,3.86,14242,1038,714,19,31,6,0.194,143.02,18,0.377,1,0,6,0.691,0.697,0.649,0.275,0,0.636,0.599,0.179,1.0,High
app_00147,Social,Linux,Third Party,Open Source,123.96,154642,2.81,21143,3506,403,14,47,14,0.298,340.27,6,0.675,0,0,1,0.573,0.277,0.921,0.583,0,0.355,0.052,0.032,1.0,High
app_00148,Social,Windows,Microsoft Store,Open Source,8.96,676579,3.47,39360,1168,518,14,27,7,0.259,110.17,9,0.998,0,0,6,0.619,0.941,0.776,0.128,0,0.435,0.396,0.669,0.768,High
app_00149,Health,Linux,Enterprise,Unknown,38.72,512593,2.54,22459,1095,363,8,42,7,0.167,4.93,8,0.445,0,0,7,0.13,0.256,0.355,0.674,0,0.211,0.809,0.147,1.0,High
app_00150,Shopping,macOS,App Store,Large Corporation,48.48,602082,2.09,47903,31,374,14,9,5,0.556,69.37,10,0.654,0,0,6,0.082,0.46,0.306,0.822,0,0.419,0.458,0.725,0.583,Medium
app_00151,Health,macOS,Google Play,Open Source,45.34,832523,3.66,9496,1999,502,17,31,4,0.129,4471.11,12,0.638,1,0,2,0.8,0.123,0.699,0.416,0,0.903,0.89,0.818,0.793,High
app_00152,Education,macOS,App Store,Open Source,113.2,866591,2.96,1640,310,131,15,42,7,0.167,172.18,3,0.453,0,0,5,0.604,0.577,0.559,0.371,0,0.253,0.939,0.894,0.824,High
app_00153,Finance,Linux,Enterprise,Individual,8.36,967104,4.18,49469,3417,126,9,24,6,0.25,2945.04,13,0.909,0,0,0,0.152,0.458,0.351,0.094,0,0.921,0.04,0.291,0.853,High
app_00154,Health,Linux,Enterprise,Individual,10.42,994078,3.36,48366,1521,155,15,6,5,0.833,34.27,18,0.659,0,1,1,0.398,0.828,0.171,0.03,0,0.34,0.511,0.615,1.0,High
app_00155,Games,macOS,App Store,Open Source,48.75,236098,1.49,43401,1716,416,15,36,14,0.389,3177.34,8,0.497,0,0,7,0.2,0.056,0.568,0.652,0,0.556,0.856,0.835,0.881,High
app_00156,Finance,Android,Microsoft Store,Open Source,16.47,766665,1.08,201,499,711,15,15,7,0.467,526.33,17,0.533,0,0,6,0.265,0.611,0.678,0.318,0,0.947,0.885,0.739,0.704,High
app_00157,Education,iOS,Third Party,Large Corporation,7.53,968861,2.82,3369,977,104,10,23,9,0.391,36.23,1,0.362,1,0,7,0.939,0.453,0.198,0.165,0,0.71,0.273,0.341,1.0,High
app_00158,Education,macOS,Microsoft Store,Open Source,46.95,792230,1.99,31359,3050,72,5,16,8,0.5,120.24,12,0.588,0,0,3,0.757,0.295,0.299,0.107,0,0.73,0.94,0.604,0.323,Medium
app_00159,Productivity,Android,Third Party,Individual,25.92,13880,3.94,28138,884,293,13,9,5,0.556,85.23,15,0.311,0,0,2,0.567,0.657,0.898,0.4,0,0.011,0.827,0.801,1.0,High
app_00160,Entertainment,Android,Microsoft Store,Small Company,23.98,491930,2.45,20932,1261,196,15,34,10,0.294,23.95,12,0.372,0,0,5,0.424,0.794,0.032,0.782,0,0.144,0.116,0.027,1.0,High
app_00161,Games,Android,Google Play,Small Company,22.78,747208,3.46,20298,761,190,15,39,12,0.308,55.88,17,0.53,0,0,0,0.358,0.913,0.566,0.183,0,0.576,0.762,0.782,0.242,Low
app_00162,Shopping,Android,Enterprise,Small Company,8.42,664735,1.47,13279,2618,406,12,9,3,0.333,39.68,6,0.413,0,1,0,0.928,0.845,0.224,0.239,0,0.774,0.044,0.693,1.0,High
app_00163,Shopping,iOS,Third Party,Individual,39.48,861958,2.61,45497,2092,316,11,5,2,0.4,17.49,14,0.495,0,0,7,0.157,0.827,0.042,0.419,0,0.879,0.557,0.231,1.0,High
app_00164,Business,iOS,Third Party,Large Corporation,116.16,473388,2.25,36353,876,370,11,20,2,0.1,153.98,10,0.52,0,0,6,0.731,0.824,0.146,0.833,0,0.845,0.431,0.379,0.781,High
app_00165,Education,iOS,Enterprise,Unknown,27.39,937205,2.0,6019,608,456,10,7,1,0.143,122.86,9,0.448,1,0,2,0.947,0.4,0.783,0.266,1,0.026,0.604,0.66,1.0,High
app_00166,Games,iOS,Microsoft Store,Individual,9.68,228684,1.79,13011,1107,124,9,27,13,0.481,305.77,2,0.42,0,0,9,0.084,0.393,0.1,0.017,0,0.602,0.163,0.234,1.0,High
app_00167,Business,Android,Microsoft Store,Unknown,14.04,834479,1.14,25563,2102,330,11,39,4,0.103,37.24,15,0.328,0,0,6,0.006,0.062,0.535,0.566,0,0.132,0.513,0.194,1.0,High
app_00168,Health,macOS,App Store,Individual,16.72,28302,4.22,16858,376,519,18,32,5,0.156,27.95,15,0.909,0,0,9,0.663,0.871,0.759,0.728,0,0.694,0.553,0.216,0.833,High
app_00169,Business,iOS,Google Play,Large Corporation,7.71,679322,1.62,13981,2329,163,11,22,4,0.182,277.98,19,0.788,0,0,3,0.886,0.896,0.297,0.23,0,0.241,0.672,0.826,0.521,Medium
app_00170,Business,Android,Enterprise,Individual,53.43,83893,1.18,23175,278,299,14,35,2,0.057,421.7,2,0.604,0,0,7,0.564,0.851,0.202,0.934,0,0.823,0.556,0.78,0.466,Medium
app_00171,Education,Linux,Third Party,Large Corporation,9.74,415205,3.41,48909,1132,530,10,6,0,0.0,646.29,6,0.4,0,0,9,0.233,0.625,0.747,0.219,0,0.131,0.606,0.849,1.0,High
app_00172,Games,Linux,Microsoft Store,Individual,15.09,638373,2.65,21077,1882,200,13,24,6,0.25,2.16,2,0.598,0,0,1,0.664,0.965,0.05,0.89,0,0.564,0.5,0.069,0.52,Medium
app_00173,Health,macOS,Google Play,Open Source,9.04,593905,4.2,10563,332,149,8,40,5,0.125,6654.97,4,0.724,0,0,3,0.946,0.296,0.001,0.272,0,0.662,0.634,0.593,0.024,Low
app_00174,Education,macOS,App Store,Open Source,64.39,781553,1.51,20023,1824,526,18,49,10,0.204,12.29,8,0.502,0,0,4,0.712,0.357,0.254,0.013,0,0.851,0.958,0.566,0.314,Medium
app_00175,Finance,Linux,Microsoft Store,Unknown,20.7,191996,2.54,34763,1965,507,9,5,3,0.6,30.22,16,0.997,0,0,9,0.476,0.318,0.489,0.86,0,0.695,0.365,0.739,0.832,High
app_00176,Entertainment,macOS,Third Party,Open Source,9.12,571703,3.8,35922,1703,242,12,49,10,0.204,296.26,13,0.772,0,0,4,0.797,0.233,0.226,0.551,0,0.282,0.298,0.278,1.0,High
app_00177,Business,Windows,Microsoft Store,Small Company,66.84,609107,1.42,4885,1231,438,9,31,10,0.323,147.7,6,0.477,0,0,0,0.977,0.545,0.136,0.894,0,0.908,0.997,0.7,0.441,Medium
app_00178,Games,Windows,Third Party,Small Company,9.98,732822,4.65,33377,720,268,15,8,2,0.25,1517.65,17,0.773,0,0,8,0.251,0.12,0.585,0.969,0,0.062,0.339,0.506,0.846,High
app_00179,Travel,Linux,Enterprise,Open Source,7.54,819572,1.43,18167,3486,499,11,29,2,0.069,29.32,6,0.619,0,0,0,0.955,0.151,0.477,0.602,0,0.401,0.338,0.127,1.0,High
app_00180,Education,Android,Third Party,Large Corporation,6.57,410343,1.84,8931,1284,512,4,39,7,0.179,72.43,19,0.507,0,0,8,0.396,0.296,0.143,0.151,0,0.596,0.081,0.94,1.0,High
app_00181,Finance,macOS,App Store,Large Corporation,89.04,298727,1.8,34079,3275,65,13,22,9,0.409,219.41,1,0.526,1,0,5,0.722,0.04,0.405,0.516,0,0.936,0.672,0.481,0.49,Medium
app_00182,Productivity,Windows,Microsoft Store,Unknown,10.23,680306,3.44,5616,172,273,11,37,11,0.297,66.28,11,0.878,0,0,7,0.555,0.826,0.631,0.784,0,0.414,0.958,0.541,0.716,High
app_00183,Productivity,Linux,Google Play,Unknown,33.29,698074,2.91,41923,429,661,15,14,10,0.714,45.38,15,0.4,0,0,2,0.051,0.398,0.512,0.483,0,0.839,0.145,0.506,1.0,High
app_00184,Shopping,Android,App Store,Open Source,109.48,446035,1.81,6487,3405,326,7,45,5,0.111,6598.37,17,0.752,0,1,7,0.297,0.077,0.17,0.127,0,0.519,0.246,0.358,1.0,High
app_00185,Travel,Linux,App Store,Open Source,2.45,420597,3.69,38338,3164,178,10,13,7,0.538,997.61,4,0.424,0,1,7,0.55,0.963,0.115,0.49,0,0.051,0.618,0.208,1.0,High
app_00186,Travel,macOS,Google Play,Individual,7.89,856338,4.69,49656,3021,113,13,23,2,0.087,226.54,7,0.468,1,0,7,0.399,0.41,0.978,0.181,0,0.334,0.731,0.42,1.0,High
app_00187,Productivity,iOS,Third Party,Small Company,26.65,904158,1.27,5306,3109,409,17,44,5,0.114,405.65,16,0.743,0,1,7,0.159,0.949,0.88,0.907,1,0.208,0.355,0.669,1.0,High
app_00188,Productivity,Linux,Microsoft Store,Open Source,1.45,623873,4.75,3739,1879,462,8,27,10,0.37,52.31,13,0.457,0,0,2,0.355,0.78,0.564,0.261,0,0.567,0.796,0.735,0.474,Medium
app_00189,Entertainment,Linux,Microsoft Store,Open Source,230.79,539066,2.27,12031,2677,603,13,29,9,0.31,147.9,6,0.364,0,0,2,0.174,0.472,0.091,0.626,0,0.407,0.521,0.897,0.677,High
app_00190,Entertainment,Windows,Microsoft Store,Open Source,25.26,143804,2.26,230,1939,722,13,13,0,0.0,1272.37,10,0.427,0,0,6,0.385,0.436,0.594,0.59,0,0.832,0.177,0.723,1.0,High
app_00191,Productivity,Windows,Microsoft Store,Small Company,51.87,516469,2.13,37254,1353,478,18,39,8,0.205,119.74,15,0.764,0,1,9,0.736,0.208,0.133,0.638,0,0.057,0.138,0.001,1.0,High
app_00192,Games,iOS,Microsoft Store,Individual,13.56,541320,1.96,24658,2356,198,10,27,6,0.222,9.72,8,0.863,0,0,9,0.782,0.766,0.692,0.966,0,0.131,0.672,0.729,0.563,Medium
app_00193,Entertainment,iOS,App Store,Small Company,28.54,263849,2.47,44140,594,586,13,23,5,0.217,6.78,15,0.945,1,0,8,0.324,0.765,0.143,0.658,0,0.026,0.788,0.903,1.0,High
app_00194,Travel,Windows,Enterprise,Unknown,44.78,560949,2.27,15869,2643,553,12,11,10,0.909,44.97,10,0.835,0,0,6,0.853,0.328,0.054,0.669,0,0.244,0.306,0.064,1.0,High
app_00195,Business,Windows,Google Play,Small Company,18.01,152217,3.65,40167,827,327,17,26,10,0.385,32.45,4,0.737,0,0,6,0.717,0.475,0.849,0.383,0,0.836,0.549,0.189,0.918,High
app_00196,Productivity,iOS,Microsoft Store,Small Company,22.0,279010,2.91,11705,1413,559,7,35,14,0.4,5503.11,17,0.513,0,0,5,0.886,0.047,0.961,0.679,0,0.271,0.249,0.942,1.0,High
app_00197,Productivity,Android,Enterprise,Small Company,9.68,238019,3.33,25865,3294,0,5,18,8,0.444,70.85,7,0.916,0,0,5,0.063,0.397,0.474,0.451,1,0.53,0.468,0.411,0.663,High
app_00198,Productivity,Android,Google Play,Unknown,30.92,664590,2.83,41411,2551,129,18,34,5,0.147,859.53,17,0.997,0,1,2,0.055,0.204,0.419,0.22,0,0.915,0.844,0.742,0.965,High
app_00199,Productivity,iOS,Third Party,Individual,15.05,416804,1.93,49674,216,131,12,47,10,0.213,2727.56,9,0.825,1,0,1,0.054,0.19,0.039,0.392,0,0.341,0.444,0.676,1.0,High
app_00200,Social,Linux,Microsoft Store,Open Source,62.7,295930,3.69,2819,866,707,9,47,12,0.255,156.97,14,0.901,0,1,7,0.819,0.337,0.828,0.001,0,0.241,0.234,0.068,1.0,High
app_00201,Travel,macOS,Microsoft Store,Small Company,5.33,435226,1.9,29255,2334,533,15,5,1,0.2,17.95,14,0.772,1,1,2,0.635,0.124,0.071,0.909,0,0.821,0.545,0.078,1.0,High
app_00202,Social,Windows,Third Party,Individual,16.4,786592,2.93,23075,2896,64,16,21,8,0.381,230.6,7,0.439,0,0,3,0.755,0.445,0.592,0.701,0,0.447,0.83,0.655,0.975,High
app_00203,Games,macOS,Third Party,Individual,7.77,250706,3.19,30940,902,44,9,31,9,0.29,900.64,5,0.399,0,0,6,0.62,0.478,0.478,0.768,0,0.633,0.45,0.531,1.0,High
app_00204,Business,Android,App Store,Small Company,41.24,121218,4.23,26512,617,0,13,10,6,0.6,439.04,10,0.404,0,0,0,0.426,0.968,0.658,0.564,1,0.587,0.526,0.759,0.511,Medium
app_00205,Business,Windows,Google Play,Small Company,37.18,502046,4.2,21128,3364,113,17,27,11,0.407,71.45,5,0.552,0,0,7,0.147,0.298,0.09,0.911,0,0.484,0.123,0.308,0.385,Medium
app_00206,Games,Linux,Third Party,Unknown,27.65,865050,2.13,25171,913,273,14,49,1,0.02,4053.09,17,0.56,0,0,1,0.502,0.583,0.579,0.055,0,0.499,0.217,0.873,1.0,High
app_00207,Business,Linux,App Store,Unknown,8.38,42237,2.37,12389,3505,337,16,37,9,0.243,3.97,12,0.868,0,0,6,0.833,0.986,0.791,0.601,0,0.545,0.041,0.745,1.0,High
app_00208,Health,macOS,Third Party,Large Corporation,13.88,29913,3.7,10691,3272,156,12,24,6,0.25,136.56,9,0.453,0,0,0,0.749,0.483,0.216,0.967,0,0.957,0.427,0.475,0.506,Medium
app_00209,Business,macOS,Microsoft Store,Unknown,51.91,15216,3.47,35719,2658,281,12,44,1,0.023,139.65,13,0.764,1,0,3,0.857,0.939,0.492,0.701,1,0.418,0.309,0.937,1.0,High
app_00210,Business,Android,Enterprise,Individual,10.58,830919,1.48,33301,180,122,13,44,6,0.136,223106.3,16,0.709,0,0,4,0.777,0.848,0.182,0.43,0,0.707,0.535,0.635,0.242,Low
app_00211,Shopping,iOS,Microsoft Store,Individual,10.9,916395,2.29,27924,422,617,14,18,6,0.333,289.02,12,0.365,0,0,0,0.121,0.303,0.532,0.564,0,0.166,0.38,0.617,1.0,High
app_00212,Finance,iOS,App Store,Unknown,21.69,705477,1.74,4742,2355,266,13,13,1,0.077,190.21,8,0.496,0,0,4,0.805,0.186,0.085,0.436,0,0.438,0.277,0.558,1.0,High
app_00213,Games,iOS,Google Play,Open Source,16.53,162107,2.55,31634,1153,409,15,48,5,0.104,489.67,6,0.687,0,0,9,0.673,0.337,0.18,0.281,0,0.475,0.783,0.75,0.677,High
app_00214,Travel,Linux,Third Party,Large Corporation,66.22,959885,1.78,17410,3252,543,15,44,13,0.295,110.16,7,0.607,1,0,0,0.393,0.617,0.861,0.346,0,0.35,0.617,0.885,1.0,High
app_00215,Social,iOS,Microsoft Store,Large Corporation,4.9,434452,4.87,15587,3236,160,13,8,1,0.125,34.56,19,0.441,0,0,7,0.419,0.113,0.172,0.547,0,0.064,0.317,0.22,1.0,High
app_00216,Travel,Android,App Store,Large Corporation,7.73,265570,1.4,27604,1132,667,12,16,1,0.062,159.74,5,0.576,1,0,6,0.582,0.766,0.406,0.88,0,0.899,0.624,0.131,1.0,High
app_00217,Business,iOS,Third Party,Individual,10.67,580322,3.68,29097,3427,254,13,10,0,0.0,561.11,5,0.997,0,0,0,0.985,0.209,0.13,0.204,0,0.426,0.565,0.021,0.901,High
app_00218,Entertainment,iOS,App Store,Large Corporation,18.94,20936,2.21,26341,3593,523,11,32,7,0.219,54.05,3,0.394,1,0,9,0.488,0.813,0.099,0.429,0,0.215,0.627,0.924,1.0,High
app_00219,Finance,Android,Google Play,Small Company,6.92,860480,2.55,20796,2570,395,4,27,11,0.407,546.04,9,0.909,0,1,8,0.326,0.756,0.394,0.608,0,0.742,0.228,0.058,1.0,High
app_00220,Productivity,Linux,Enterprise,Large Corporation,15.76,220426,3.65,18809,251,685,17,42,6,0.143,3.39,4,0.791,0,0,1,0.934,0.131,0.797,0.508,0,0.311,0.514,0.857,0.183,Low
app_00221,Travel,Android,Third Party,Large Corporation,12.03,97052,4.19,7064,3611,451,19,34,3,0.088,727.4,18,0.904,0,0,6,0.03,0.727,0.874,0.221,0,0.062,0.823,0.311,1.0,High
app_00222,Health,Windows,Enterprise,Unknown,21.57,419976,4.43,8615,45,401,8,24,3,0.125,0.91,19,0.63,0,0,3,0.376,0.821,0.007,0.457,0,0.052,0.45,0.255,1.0,High
app_00223,Travel,macOS,Google Play,Unknown,7.66,286200,1.39,17274,3150,84,15,21,4,0.19,572.96,11,0.319,0,0,7,0.893,0.433,0.536,0.477,0,0.887,0.894,0.336,0.937,High
app_00224,Social,macOS,Microsoft Store,Unknown,39.53,620443,4.72,3453,916,485,8,10,8,0.8,213.8,19,0.583,1,0,4,0.392,0.448,0.73,0.358,0,0.074,0.115,0.87,1.0,High
app_00225,Productivity,Android,Google Play,Small Company,15.83,374057,2.34,31702,1521,598,15,23,2,0.087,614.01,10,0.973,0,0,1,0.45,0.693,0.733,0.995,0,0.538,0.533,0.406,0.382,Medium
app_00226,Business,Linux,Google Play,Large Corporation,19.97,936763,1.24,41276,1688,13,10,23,11,0.478,1567.17,18,0.56,0,0,0,0.896,0.029,0.24,0.032,0,0.514,0.797,0.338,0.01,Low
app_00227,Business,Android,App Store,Open Source,36.31,473296,3.02,1080,2427,95,14,22,13,0.591,232.78,7,0.911,0,0,1,0.372,0.092,0.458,0.394,1,0.244,0.967,0.958,0.854,High
app_00228,Entertainment,macOS,Microsoft Store,Small Company,9.48,205927,4.35,29641,2457,411,10,26,14,0.538,12.27,16,0.816,0,0,7,0.139,0.747,0.048,0.949,0,0.007,0.764,0.514,0.712,High
app_00229,Business,macOS,Third Party,Individual,91.54,668879,4.93,38093,2375,317,11,38,5,0.132,287.26,19,0.448,1,0,1,0.417,0.31,0.938,0.677,0,0.069,0.484,0.22,1.0,High
app_00230,Travel,Windows,Third Party,Large Corporation,34.46,904429,2.16,37949,325,716,11,8,7,0.875,73.48,3,0.86,0,0,5,0.359,0.268,0.432,0.091,0,0.013,0.644,0.183,1.0,High
app_00231,Education,Android,App Store,Large Corporation,5.61,101221,1.04,12477,66,347,14,47,6,0.128,249.95,12,0.809,0,1,8,0.104,0.569,0.531,0.458,0,0.431,0.569,0.002,1.0,High
app_00232,Health,macOS,Microsoft Store,Open Source,22.89,206817,4.56,26515,1140,161,11,49,6,0.122,4.87,13,0.517,0,0,8,0.053,0.446,0.554,0.298,0,0.164,0.304,0.621,0.76,High
app_00233,Entertainment,Android,Third Party,Individual,14.88,843452,2.75,20326,1608,676,15,9,6,0.667,147.68,10,0.486,0,1,6,0.163,0.104,0.146,0.877,0,0.467,0.107,0.65,1.0,High
app_00234,Education,Windows,Microsoft Store,Individual,23.5,335739,3.57,36711,3386,492,4,46,14,0.304,211.11,6,0.571,1,1,9,0.507,0.572,0.932,0.858,0,0.437,0.464,0.789,1.0,High
app_00235,Health,Linux,Google Play,Unknown,60.68,657353,3.79,11242,2069,550,13,39,2,0.051,115.54,3,0.449,0,0,9,0.055,0.427,0.469,0.929,0,0.312,0.525,0.066,1.0,High
app_00236,Travel,macOS,Google Play,Small Company,18.76,361517,3.65,47331,1725,345,14,12,4,0.333,235.15,15,0.759,0,0,3,0.716,0.973,0.983,0.494,1,0.737,0.501,0.573,0.527,Medium
app_00237,Entertainment,Windows,Enterprise,Open Source,2.66,126250,1.77,47646,200,370,13,24,7,0.292,97.03,16,0.708,0,0,5,0.187,0.188,0.184,0.057,0,0.84,0.017,0.049,1.0,High
app_00238,Travel,Android,App Store,Large Corporation,71.35,338244,3.17,3330,2559,602,9,47,11,0.234,264.4,8,0.819,0,0,3,0.284,0.694,0.306,0.759,0,0.077,0.513,0.343,0.698,High
app_00239,Entertainment,iOS,Microsoft Store,Open Source,3.87,254365,3.47,25411,2554,81,16,41,3,0.073,59.01,1,0.313,0,0,8,0.167,0.712,0.176,0.235,0,0.915,0.212,0.144,1.0,High
app_00240,Travel,Android,Google Play,Unknown,20.16,704563,1.83,34778,2291,206,8,15,0,0.0,3806.06,15,0.645,1,1,9,0.002,0.984,0.906,0.055,0,0.458,0.259,0.879,1.0,High
app_00241,Shopping,iOS,Microsoft Store,Unknown,5.66,798723,4.87,10747,676,27,12,39,13,0.333,103.98,1,0.375,0,0,3,0.84,0.545,0.087,0.237,0,0.125,0.366,0.229,1.0,High
app_00242,Social,Linux,Third Party,Individual,15.48,95519,3.28,37970,2527,560,8,18,10,0.556,12.46,1,0.99,0,0,3,0.275,0.224,0.857,0.817,0,0.489,0.218,0.078,1.0,High
app_00243,Shopping,Android,Third Party,Individual,23.62,239747,4.76,30554,1093,361,15,40,1,0.025,337.34,18,0.805,0,0,3,0.627,0.146,0.823,0.235,0,0.405,0.596,0.107,0.777,High
app_00244,Finance,macOS,Microsoft Store,Unknown,44.34,355388,4.22,15053,887,461,14,12,11,0.917,47.4,2,0.857,0,1,8,0.062,0.734,0.522,0.213,0,0.204,0.261,0.093,1.0,High
app_00245,Productivity,macOS,Third Party,Open Source,3.28,676519,2.66,17558,2791,299,7,6,4,0.667,333.18,12,0.851,0,0,4,0.446,0.709,0.732,0.174,0,0.637,0.071,0.362,0.809,High
app_00246,Shopping,macOS,Enterprise,Small Company,23.17,723069,3.54,17204,2236,697,14,38,9,0.237,151.42,18,0.401,0,0,5,0.277,0.45,0.345,0.173,0,0.882,0.959,0.192,1.0,High
app_00247,Health,iOS,Enterprise,Unknown,69.61,498606,4.05,4433,2259,726,19,31,13,0.419,8.71,7,0.822,0,0,0,0.233,0.813,0.588,0.211,0,0.628,0.83,0.416,0.562,Medium
app_00248,Finance,Android,Microsoft Store,Open Source,36.6,338692,3.16,22378,1771,17,9,20,12,0.6,67.33,7,0.655,0,0,1,0.917,0.801,0.451,0.719,0,0.492,0.192,0.464,0.628,High
app_00249,Education,Linux,Microsoft Store,Individual,16.9,866553,2.85,20400,1676,98,11,29,12,0.414,10.59,9,0.415,0,1,2,0.933,0.125,0.382,0.028,1,0.359,0.631,0.715,1.0,High
app_00250,Productivity,Windows,Enterprise,Unknown,3.42,235055,3.59,6804,121,605,7,41,12,0.293,41.1,16,0.992,0,0,6,0.801,0.846,0.635,0.042,0,0.925,0.366,0.104,1.0,High
app_00251,Travel,iOS,Third Party,Unknown,58.29,249595,1.03,1916,3304,540,8,29,0,0.0,276.72,18,0.558,0,0,4,0.844,0.139,0.52,0.037,0,0.672,0.689,0.341,0.961,High
app_00252,Travel,Windows,Microsoft Store,Unknown,36.75,267301,1.8,19167,2263,157,8,6,0,0.0,49.63,7,0.752,0,1,6,0.258,0.701,0.014,0.05,0,0.342,0.953,0.903,1.0,High
app_00253,Entertainment,macOS,Third Party,Large Corporation,35.7,410359,3.74,3467,1657,25,12,37,0,0.0,194.3,12,0.725,0,0,4,0.585,0.266,0.031,0.119,0,0.934,0.207,0.735,0.788,High
app_00254,Shopping,iOS,Enterprise,Open Source,21.4,327991,3.18,46587,2932,331,10,29,13,0.448,1366.96,16,0.912,0,0,1,0.623,0.356,0.789,0.234,0,0.236,0.714,0.874,0.501,Medium
app_00255,Shopping,macOS,Google Play,Large Corporation,25.78,221811,2.81,39395,1565,662,16,37,8,0.216,118.15,11,0.965,0,0,2,0.797,0.341,0.805,0.339,0,0.554,0.588,0.935,0.162,Low
app_00256,Travel,macOS,Third Party,Small Company,29.91,618921,4.18,8814,2594,595,15,20,9,0.45,228.38,17,0.325,0,0,7,0.082,0.298,0.672,0.329,0,0.184,0.498,0.276,1.0,High
app_00257,Travel,Android,App Store,Unknown,24.09,922136,1.08,12556,2004,102,10,10,1,0.1,17.59,14,0.778,0,0,7,0.189,0.282,0.268,0.519,0,0.124,0.124,0.583,1.0,High
app_00258,Business,Windows,Google Play,Open Source,8.34,974551,3.18,27694,1818,136,9,23,13,0.565,1500.91,3,0.568,1,0,6,0.51,0.3,0.151,0.285,0,0.756,0.54,0.077,1.0,High
app_00259,Games,Linux,Third Party,Individual,17.43,839546,4.4,43900,843,503,7,18,5,0.278,419.11,3,0.335,0,0,6,0.203,0.746,0.996,0.666,0,0.923,0.016,0.73,1.0,High
